sample	DRR076334	ERR15092750	ERR15092755	ERR15092757	ERR15092763	ERR15092766	ERR15092769	ERR15092770	ERR15092773	ERR15092776	ERR15092780	ERR15092782	ERR15092787	ERR15092790	ERR15092884	ERR15092887	ERR15092893	ERR2523119	ERR4777413	SRR10028183	SRR10028322	SRR10028331	SRR10028409	SRR10028410	SRR12329557	SRR12329567	SRR12329570	SRR12329572	SRR12329576	SRR12956247	SRR12956255	SRR12956264	SRR12956304	SRR12956311	SRR12956356	SRR12956360	SRR12956372	SRR12956373	SRR12956399	SRR12956400	SRR12956415	SRR12956416	SRR12956442	SRR12956449	SRR12956453	SRR12956457	SRR12956490	SRR12956499	SRR12956510	SRR12956522	SRR12956529	SRR12956553	SRR12956555	SRR12956633	SRR23078131	SRR23675060	SRR23683980	SRR23711609	SRR23956488	SRR24083847	SRR28009755	SRR28009759	SRR28009797	SRR28009798	SRR2915812	SRR2915817	SRR2915820	SRR2915822	SRR29294796	SRR29294802	SRR29682619	SRR29682621	SRR30867920	SRR33018350	SRR33018524	SRR33018535	SRR37184045	SRR37213099	SRR37213103	SRR5931293	SRR5931299	SRR5931312	SRR5931313	SRR5931386	SRR6204344	SRR8738394	SRR8738395	SRR8738397	SRR8738398	SRR8738400	SRR8738405	SRR8738407	SRR8738426	SRR8738430	SRR8738432	SRR8738474	SRR8738477	SRR8738479	SRR8738481	SRR8738493
SRR8738397	0.0115761	0.0113086	0.0113529	0.0113529	0.0113974	0.0113529	0.0113529	0.0107836	0.0113529	0.0109571	0.0130157	0.0127293	0.0130638	0.0129198	0.012872	0.0129677	0.0133547	0.054149	0.0110007	0.0106974	0.0102298	0.0131603	0.0110007	0.0113529	0.0114419	0.0111761	0.0118471	0.0109571	0.0113529	0.0120298	0.0120298	0.0122604	0.0119383	0.0107836	0.0117112	0.0122141	0.0118471	0.0118471	0.0118471	0.011984	0.0116661	0.0123068	0.0105688	0.0117112	0.0114865	0.0114865	0.0122141	0.0122141	0.0100623	0.0116661	0.012872	0.0122604	0.0121679	0.0113974	0.0102718	0.0114419	0.0102718	0.0552118	0.011984	0.0110007	0.0114865	0.0118017	0.0114419	0.0114419	0.0109136	0.0111761	0.0111761	0.0111761	0.00948708	0.0130638	0.0109571	0.00981378	0.0107836	0.0112643	0.00989629	0.0114419	0.0136496	0.0123533	0.0136496	0.0113086	0.0107836	0.0113086	0.0113086	0.0113086	0.0114865	0.0103986	0.0112643	0	0.0110882	0.0127767	0.0110882	0.0102718	0.0108269	0.0109136	2.38274e-05	0.0124	0.00960897	0.0105261	0.012872	0.0117564
SRR8738398	0.0130157	0.011621	0.0116661	0.0116661	0.0118017	0.0117112	0.0117564	0.0109571	0.0116661	0.0126347	0.012872	0.0126347	0.0128243	0.0127767	0.0127293	0.0129198	0.013112	0.0543589	0.0126347	0.0115761	0.0118017	0.0145592	0.0122141	0.0126347	0.0135016	0.0129198	0.0136991	0.0105261	0.013112	0.0110444	0.0124935	0.0100623	0.0124935	0.0123068	0.0104835	0.0126347	0.0126819	0.0124467	0.0127767	0.0127767	0.0122604	0.0127293	0.011621	0.0124	0.011984	0.011984	0.0126347	0.0100207	0.0119383	0.0123068	0.00621379	0.012872	0.0109136	0.0121679	0.011621	0.0126819	0.0107836	0.0545702	0.0123068	0.011621	0.011984	0.0134525	0.0129198	0.0129198	0.0121217	0.0126347	0.0126347	0.0126347	0.0102298	0.0134525	0.0115313	0.0106974	0.0123068	0.012872	0.0111761	0.0124	0.0135508	0.0127767	0.0136002	0.0123068	0.0117112	0.0123533	0.0123533	0.0123068	0.0124	0.0113529	0.0110007	0.0110882	0	0.00229842	0.0110882	0.0119383	0.0127293	0.0114419	0.0110444	0.00173271	0.0118927	0.0111321	0.0026025	0.00964976
SRR8738400	0.0136991	0.0122141	0.0122141	0.0122141	0.0123068	0.0122604	0.0123068	0.0127767	0.0122604	0.0137986	0.0137488	0.0143537	0.0139486	0.0138985	0.0138985	0.0140492	0.0150285	0.0567566	0.0127293	0.0136496	0.0136002	0.0152404	0.012872	0.0133547	0.0142518	0.0142009	0.0150285	0.0118471	0.0138985	0.0113086	0.0126347	0.0110444	0.0127767	0.0133547	0.0120757	0.0138485	0.012872	0.0130157	0.0131603	0.0132087	0.0124935	0.0129198	0.0127293	0.0129198	0.013112	0.013112	0.0138985	0.0110444	0.0133547	0.0125405	0.00755945	0.0132573	0.0123068	0.0124467	0.0126819	0.0133547	0.0118471	0.0563082	0.013112	0.0128243	0.0127293	0.0144049	0.0136496	0.0136496	0.0127293	0.0132087	0.0132087	0.0132087	0.011621	0.0147665	0.0126819	0.011621	0.0135508	0.012872	0.011984	0.0135508	0.0155619	0.0140996	0.0155619	0.012872	0.0134036	0.0129677	0.0129677	0.012872	0.0129677	0.0127293	0.0130638	0.0127767	0.00229842	0	0.0130638	0.0124	0.0137986	0.0126347	0.0127767	0.00265838	0.0125875	0.0129198	0.0018924	0.0107405
SRR8738405	0.0124	0.0117564	0.0117564	0.0117564	0.0118017	0.0117564	0.0117564	0.0110444	0.0118017	0.0119383	0.0136991	0.0130638	0.0136496	0.0134036	0.0134525	0.0132573	0.0134036	0.0539403	0.0119383	0.00985499	0.0107836	0.0142518	0.0119383	0.0120757	0.0127293	0.0123068	0.012872	0.0112201	0.0118471	0.011621	0.0127293	0.0115761	0.012872	0.0113086	0.0115313	0.0126819	0.013112	0.0127767	0.0127767	0.0127293	0.0124467	0.0132573	0.0118017	0.0124	0.0118927	0.0118927	0.0126819	0.0114865	0.0112201	0.0124	0.0115761	0.0132087	0.0120298	0.0122141	0.0109136	0.0130638	0.0111761	0.0552118	0.0114865	0.0111761	0.0114865	0.0131603	0.0125875	0.0125875	0.0116661	0.0118471	0.0118471	0.0118471	0.0111761	0.0137488	0.0111321	0.0107836	0.0120757	0.0122604	0.0112201	0.0122604	0.0130638	0.0127767	0.0130157	0.0122604	0.0113974	0.0122604	0.0122604	0.0122604	0.0121217	0.0101459	0.010441	0.0110882	0.0110882	0.0130638	0	0.0121217	0.0109136	0.0112643	0.0110444	0.0123533	0.0114865	0.0097316	0.0128243	0.0110882
SRR8738407	0.00191916	0.0101041	0.0101041	0.0101041	0.0101878	0.0101459	0.0101459	0.0110882	0.0101459	0.0106116	0.0127767	0.0129677	0.0128243	0.0128243	0.0128243	0.0129198	0.0126819	0.0529154	0.00229842	0.011621	0.00141786	0.013112	0.00227104	0.00136596	0.00268639	0.00279888	0.00357808	0.00985499	0.0024636	0.0118927	0.0031121	0.013112	0.00294054	0.0119383	0.0128243	0.00414809	0.00291212	0.0031121	0.00351914	0.00337267	0.00257463	0.00296902	0.0116661	0.00279888	0.00337267	0.00337267	0.00417861	0.013112	0.0110444	0.0026025	0.0137488	0.0034604	0.0129198	0.0028554	0.0102718	0.00296902	0.0100207	0.056983	0.0126819	0.00305472	0.0117112	0.00302611	0.00240836	0.00240836	0.00173271	0.00191916	0.00191916	0.00191916	0.00989629	0.012872	0.0105688	0.0100207	0.0112643	0.00205363	0.0101878	0.0028554	0.013112	0.0115313	0.013112	0.00181236	0.00232584	0.001839	0.001839	0.001839	0.00316966	0.010441	0.0120757	0.0102718	0.0119383	0.0124	0.0121217	0	0.0113529	0.0106116	0.0102298	0.012872	0.0110007	0.0105261	0.0124467	0.0124935
SRR8738426	0.0118017	0.0105261	0.0105688	0.0105688	0.0106116	0.0105688	0.0105688	0.0106116	0.0105688	0.011621	0.0127293	0.0123068	0.0126819	0.0124467	0.0124935	0.0122604	0.011984	0.0539403	0.0112201	0.0111321	0.0108269	0.0136991	0.0111321	0.0113974	0.011621	0.0115313	0.0122141	0.0109571	0.0102718	0.0129198	0.0120298	0.0133547	0.0121217	0.0104835	0.0126347	0.0126819	0.011984	0.0122604	0.0120298	0.0121679	0.0119383	0.0124	0.0114419	0.0115761	0.0118927	0.0118927	0.0127293	0.0133059	0.0108702	0.0115761	0.0130638	0.0124	0.0132573	0.0114419	0.00960897	0.0116661	0.0108269	0.0543589	0.0113086	0.0105261	0.0116661	0.0117564	0.0112643	0.0112643	0.0108702	0.0109571	0.0109571	0.0109571	0.0110007	0.0127767	0.0109571	0.0104835	0.0113974	0.011621	0.0103986	0.0119383	0.0117112	0.0113086	0.0117112	0.0113974	0.0114865	0.0113974	0.0113974	0.0113974	0.0108269	0.00981378	0.0116661	0.0108269	0.0127293	0.0137986	0.0109136	0.0113529	0	0.0106116	0.0107836	0.0135016	0.0106116	0.0097316	0.0137488	0.0127293
SRR8738430	0.0110007	0.0111761	0.0111761	0.0111761	0.0112643	0.0112201	0.0112643	0.0113974	0.0112201	0.0113974	0.0124467	0.0122604	0.0124	0.0123068	0.0122604	0.0121679	0.0124	0.0543589	0.0110444	0.0110882	0.010441	0.0133059	0.0109571	0.0105688	0.0118471	0.0117564	0.0124935	0.0106116	0.0114419	0.0124	0.0118017	0.0124935	0.0118927	0.0111321	0.0123068	0.0126347	0.0120757	0.0120298	0.0118927	0.0119383	0.0116661	0.0121679	0.0113529	0.0115313	0.0118471	0.0118471	0.0126347	0.0124935	0.0108269	0.0114419	0.0121679	0.0122604	0.0127293	0.0112643	0.00956826	0.0119383	0.0102298	0.0547827	0.0117112	0.0113974	0.011621	0.0121679	0.0115313	0.0115313	0.0102718	0.0110007	0.0110007	0.0110007	0.010441	0.0121679	0.0106974	0.00981378	0.0105688	0.0108702	0.0101041	0.0112643	0.0121679	0.0110882	0.0121217	0.0106974	0.0108702	0.0106974	0.0106974	0.0106974	0.0117564	0.0107405	0.0112643	0.0109136	0.0114419	0.0126347	0.0112643	0.0106116	0.0106116	0	0.0109136	0.0126347	0.0103562	0.0108269	0.0124935	0.0117564
SRR8738432	0.0115761	0.0112643	0.0113086	0.0113086	0.0113974	0.0113529	0.0113529	0.0107405	0.0113086	0.0109571	0.0129677	0.0127293	0.0130157	0.0129198	0.0128243	0.0129198	0.0133547	0.0539403	0.0109571	0.0106545	0.0102298	0.013112	0.0109571	0.0113086	0.0114419	0.0111321	0.0118017	0.0109136	0.0113086	0.011984	0.011984	0.0122141	0.0118927	0.0107836	0.0116661	0.0121679	0.0118471	0.0118017	0.0118471	0.0119383	0.0116661	0.0122604	0.0105261	0.0117112	0.0114865	0.0114865	0.0122141	0.0122141	0.0100207	0.011621	0.012872	0.0122141	0.0121217	0.0113529	0.0102718	0.0113974	0.0102718	0.0552118	0.0119383	0.0109571	0.0114419	0.0117564	0.0114419	0.0114419	0.0108702	0.0111321	0.0111321	0.0111321	0.00948708	0.0130157	0.0109571	0.00981378	0.0107405	0.0112643	0.00985499	0.0114419	0.0136002	0.0123068	0.0136002	0.0112643	0.0107405	0.0112643	0.0112643	0.0112643	0.0114419	0.0103986	0.0112201	2.38274e-05	0.0110444	0.0127767	0.0110444	0.0102298	0.0107836	0.0109136	0	0.0123533	0.00956826	0.0104835	0.012872	0.0117112
SRR8738474	0.0142518	0.0125405	0.0125875	0.0125875	0.0126819	0.0126347	0.0126819	0.011984	0.0125875	0.0136496	0.0138985	0.0135508	0.0140996	0.0138485	0.0139988	0.0139988	0.0143537	0.0558655	0.0133547	0.0127293	0.012872	0.0158335	0.013112	0.0137488	0.0146108	0.0140492	0.0148187	0.0118017	0.0142009	0.0118017	0.0135016	0.0109136	0.0135508	0.0123068	0.011621	0.0135016	0.0136991	0.0134525	0.0137986	0.0137488	0.0132087	0.0138485	0.0122141	0.0134036	0.0129198	0.0129198	0.0135508	0.0109136	0.0126819	0.0132087	0.00715996	0.0141502	0.0118927	0.0129677	0.0125875	0.0136991	0.0117564	0.0556462	0.0132573	0.0127767	0.0130157	0.0147665	0.0139988	0.0139988	0.0130638	0.0136496	0.0136496	0.0136496	0.0110882	0.0140492	0.0126347	0.0112643	0.0134036	0.0134036	0.0124	0.0132573	0.0147145	0.0139988	0.0147665	0.0131603	0.0127767	0.0131603	0.0131603	0.0131603	0.0134036	0.0125405	0.0121679	0.0124	0.00173271	0.00265838	0.0123533	0.012872	0.0135016	0.0126347	0.0123533	0	0.0129198	0.0122141	0.0010072	0.010441
SRR8738477	0.0113529	0.0110882	0.0110882	0.0110882	0.0111761	0.0111321	0.0111761	0.0109571	0.0111321	0.010441	0.0115761	0.0117112	0.0115313	0.0115313	0.0113974	0.0113974	0.0126819	0.0529154	0.0107836	0.0109136	0.0101878	0.0127293	0.0106974	0.0108702	0.0114419	0.0109136	0.0114865	0.00993767	0.0111761	0.0122141	0.0112643	0.0124467	0.0114419	0.00956826	0.0123068	0.0118017	0.0113086	0.0114419	0.0113529	0.0114865	0.0111761	0.011621	0.00924552	0.0112643	0.0111761	0.0111761	0.0118017	0.0124467	0.00881017	0.0112643	0.0129198	0.0118017	0.0123533	0.0109571	0.0101878	0.011621	0.0081558	0.0539403	0.0118017	0.0104835	0.0110444	0.0117112	0.0111761	0.0111761	0.0104835	0.0107836	0.0107836	0.0107836	0.00846101	0.0128243	0.00981378	0.00781808	0.00838426	0.0110444	0.00486359	0.0111761	0.0126347	0.0118927	0.0125875	0.0110882	0.0106974	0.0110882	0.0110882	0.0110882	0.0113529	0.00993767	0.0114419	0.00960897	0.0118927	0.0125875	0.0114865	0.0110007	0.0106116	0.0103562	0.00956826	0.0129198	0	0.0106974	0.0129198	0.0121217
SRR8738479	0.0109571	0.00537869	0.00541137	0.00537869	0.00544411	0.00541137	0.00541137	0.004991	0.00541137	0.0107405	0.0119383	0.011621	0.0118927	0.0118471	0.0117564	0.0117112	0.0115313	0.0531179	0.0109136	0.0102718	0.00981378	0.0118927	0.0107405	0.010441	0.0112643	0.0109136	0.0115313	0.00964976	0.010441	0.0116661	0.0113086	0.011984	0.0114865	0.0107405	0.0116661	0.011621	0.0114865	0.0113086	0.0116661	0.0115761	0.0110444	0.0115761	0.0111761	0.0110007	0.0109571	0.0109571	0.0116661	0.0119383	0.0106545	0.0111321	0.0118927	0.0118017	0.011984	0.0107836	0.0107405	0.0112643	0.00993767	0.054149	0.0121217	0.00977265	0.0114419	0.0114419	0.0110007	0.0110007	0.0101459	0.0105688	0.0105688	0.0105688	0.00997914	0.0123533	0.00981378	0.00964976	0.0111761	0.0111321	0.0107836	0.0108269	0.011621	0.0111321	0.0115761	0.0107405	0.0102298	0.0107405	0.0107405	0.0107405	0.0107405	0.00888862	0.0110882	0.0105261	0.0111321	0.0129198	0.0097316	0.0105261	0.0097316	0.0108269	0.0104835	0.0122141	0.0106974	0	0.0127293	0.0113974
SRR8738481	0.0138985	0.0122141	0.0122604	0.0122604	0.0123533	0.0123068	0.0123533	0.0126347	0.0122604	0.0138485	0.0139988	0.0145076	0.0142518	0.0140492	0.0141502	0.0142009	0.0149234	0.0572108	0.0127293	0.0137986	0.0133059	0.0152404	0.0125875	0.0131603	0.0141502	0.0141502	0.014871	0.0114865	0.0137986	0.0116661	0.0129198	0.0113974	0.0130638	0.0130638	0.0120298	0.0141502	0.0132573	0.0134036	0.0134525	0.0134525	0.0128243	0.0133059	0.0127767	0.0129677	0.0133547	0.0133547	0.0141502	0.0113974	0.0133547	0.0127293	0.00774383	0.0135508	0.0121217	0.0124935	0.0125875	0.0136002	0.0118927	0.0563082	0.0133547	0.012872	0.0127767	0.0143027	0.0135508	0.0135508	0.0125875	0.0133547	0.0133547	0.0133547	0.0118017	0.0145076	0.0125875	0.0115761	0.0136002	0.0129198	0.011984	0.0135016	0.015347	0.0140996	0.0154006	0.0127293	0.0131603	0.0127293	0.0127293	0.0127293	0.0131603	0.0127767	0.012872	0.012872	0.0026025	0.0018924	0.0128243	0.0124467	0.0137488	0.0124935	0.012872	0.0010072	0.0129198	0.0127293	0	0.0106545
SRR8738493	0.012872	0.0113086	0.0113529	0.0113529	0.0114419	0.0113974	0.0114419	0.0112643	0.0113529	0.0121679	0.0126347	0.0127767	0.012872	0.0125875	0.0126819	0.0125405	0.0131603	0.0556462	0.0118927	0.0110007	0.0117564	0.0144049	0.0116661	0.0125405	0.0132087	0.0126347	0.012872	0.0111321	0.0128243	0.00351914	0.0115313	0.00257463	0.011621	0.0118017	0.00574147	0.0116661	0.0117112	0.0116661	0.0117112	0.0117112	0.0111761	0.0118017	0.0110882	0.0112643	0.0111321	0.0111321	0.0117112	0.00257463	0.0120298	0.0111761	0.0103562	0.0119383	0.00594242	0.0110882	0.0114865	0.0118927	0.0111321	0.0563082	0.0118017	0.0107405	0.0108269	0.0132573	0.0125875	0.0125875	0.0114865	0.0123533	0.0123533	0.0123533	0.0115313	0.0136496	0.0118017	0.0108702	0.0128243	0.0122604	0.0111321	0.0117112	0.0129677	0.0125875	0.0129198	0.0120298	0.0116661	0.0121217	0.0121217	0.0120298	0.011621	0.0111321	0.0117564	0.0117564	0.00964976	0.0107405	0.0110882	0.0124935	0.0127293	0.0117564	0.0117112	0.010441	0.0121217	0.0113974	0.0106545	0
